target_id,source_id,rmse
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34131191,6.03783985600293
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_45337711,6.76281483492076
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91595845,6.3194540721593
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91690341,6.01330733705392
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34131807,4.86856744845932
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34129366,4.9624017440925
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91594827,5.75313831886353
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34126002,5.64687189310889
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018212,5.2627478506612
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020218,6.50059316893997
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91687083,9.79133943306283
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020367,5.44277069081263
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91690129,9.1968401689952
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34130489,9.81784901071212
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020226,8.06204942513143
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91688409,4.75911237602924
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91685475,5.44723514664
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018071,7.09057847890881
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_70334219,8.36701496444291
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018107,7.06652660303891
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018108,5.76577558037753
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018022,3.984767386741
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_34127708,4.49576628887618
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_70332223,8.71427228394018
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_75653667,6.45009306397569
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_143249864,3.80724190944948
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91687843,8.04362420424477
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018090,6.50125217589184
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018074,5.42465830431997
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020210,6.99143626413341
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020387,6.53054929514565
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018084,6.91737307371716
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020373,8.9782323687488
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_75474779,5.14624356477569
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_69886510,4.19345680701971
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91593827,4.19542328693088
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120020211,6.13486499954862
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_32672122,3.95225968032461
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_91688775,8.24355473433296
nhdhr_0E445706-1F3E-47FA-8A83-D38E2C953307,nhdhr_120018089,4.9050261411725
