nhd_id,max_depth,surface_area,lat,long,SDF,k_d,canopy
1097324,20.3,9695981.529859288,0.3561321940606845,0.18540510840442437,,0.5021484375,
1099052,6.300000000000001,4078650.838859289,0.39298594406069043,0.1503064684044233,,0.1978515624999999,
1099136,12.3,460332.14555928856,0.3885916240606875,0.33540844159557537,,0.37214843750000004,
1099172,13.600000000000001,805066.9658592886,0.3706252340606895,0.29744836159558474,,0.07785156250000003,
1099240,2.3,613102.0948592888,0.3542566540606913,0.03660166159558287,,0.4221484375,
1099282,4.1,486008.78585928853,0.35208323406068587,0.03981848840442126,,0.07785156250000003,
1099420,8.0,704648.6819592885,0.32192101406068474,0.004206681595576356,,0.15214843749999996,
1099430,9.3,136672.20885928857,0.32302819406069005,0.0575756415955766,,0.6978515624999999,
1099432,17.0,23591.848059288546,0.32373573406069056,0.050112298404414446,,0.4421484375,
1099450,6.300000000000001,1356788.1508592886,0.3139733240606901,0.043533598404422946,,0.05214843749999998,
1099476,8.1,311553.4292592886,0.31456761406068523,0.012658758404427317,,0.16214843749999996,
1099526,7.6,799310.7418592885,0.2986600240606876,0.09539314840442614,,0.0821484375,
1100962,8.7,145845.42025928854,0.23150240406068434,0.18444308840442147,,0.3321484375,
1101504,22.7,651371.2495592886,0.2664555940606874,0.11276301840442216,,0.3121484375,
1101506,0.20000000000000018,63310.70221071146,0.2729123340606847,0.10314405840442475,,0.11214843750000003,
1101544,2.5999999999999996,5084.979559288535,0.2605328740606865,0.15762239159558078,,0.10214843750000002,
1101590,26.2,57252502.060859285,0.21859194406069093,0.3901103415955731,,0.4421484375,
1101616,10.5,512011.2933592886,0.23865683406068428,0.1554940715955837,,0.17214843749999997,
1101636,4.4,302256.4858592886,0.23413685406068652,0.1409324315955729,,0.21785156249999993,
1101684,22.4,1546421.4148592886,0.22062993406068898,0.14588488159557755,,0.49214843750000004,
1101754,21.4,1232876.5848592885,0.20056100406068822,0.13904299159557354,,0.4221484375,
1101778,4.4,68225.46045928853,0.19956953406068578,0.07013432159557453,,0.22785156249999994,
1101812,4.5,674259.7543592886,0.18729122406068655,0.07622108159557683,,0.3178515625,
1101864,23.8,937014.2288592886,0.17581388406068754,0.3774456215955837,,0.6721484375,
1101938,12.600000000000001,780885.5011592886,0.16283174406068923,0.49920061159558315,,0.3221484375,
1101942,16.3,2539304.7928592884,0.1578330940606847,0.4430304515955754,,0.37214843750000004,
1102086,20.9,435133.7112592886,0.1466920140606902,0.5282841215955756,,0.27214843750000006,
1102088,6.199999999999999,522499.30935928854,0.14563887406068687,0.4935734215955847,,0.12214843750000004,
1102284,7.0,512658.2360592886,0.1201670740606886,0.5088221715955825,,0.4378515624999999,
1102366,7.199999999999999,1046442.8758592885,0.11139315406068562,0.5323396915955811,,0.3121484375,
2349188,13.2,3146933.3538592886,0.3085336640606897,0.48385318159557755,,0.07785156250000003,
2349198,6.300000000000001,181346.13985928855,0.31479204406068817,0.4531610615955799,,0.16785156249999988,
2353946,1.7000000000000002,2183165.6068592886,0.21581230406069096,0.5591938815955757,,0.7778515625,
2384584,8.7,562391.4331592886,0.15704810406068503,0.2631970715955845,,0.0721484375,
2384766,9.9,1049088.3568592884,0.11436554406068922,0.35580709159557955,,0.09214843750000001,
2385444,7.199999999999999,1353011.0838592886,0.007180165939310257,0.28118885159557294,,0.4278515624999999,
2385496,6.300000000000001,2240572.7338592885,0.020538485939312068,0.3080655615955834,,0.25785156249999996,
2385648,3.5,551870.7372592886,0.06980802593930946,0.2943361115955838,,0.20785156249999992,
2647582,15.2,664899.2717592886,0.43552466406068646,0.36140855840442043,,0.6821484375,
2648034,0.0,145532.33145928857,0.30574846406068446,0.17776551840442778,,0.0821484375,
2723765,16.3,6561209.590859288,0.5834062640606845,0.9535270115955825,,0.28214843749999996,
2723803,5.9,1099852.1998592885,0.587851834060686,1.0733304815955762,,0.3278515625,
2723871,19.9,560250.6942592886,0.5801484740606853,1.002353321595578,,0.27214843750000006,
4250586,10.9,673874.2503592885,0.3431650740606855,0.5158745515955729,,0.23785156249999995,
4250588,4.1,884929.0008592886,0.34337459406069115,0.5763708115955808,,0.012148437500000053,
9022741,17.3,4013306.5808592886,0.8056318640606861,4.319492688404424,,0.7421484375,
10596466,4.1,197117.49685928857,0.8180819859393154,0.25092990159558326,,0.11785156250000006,
12160852,1.7999999999999998,707913.4308592885,1.165789425939309,5.212442558404419,,0.20785156249999992,
12162854,27.0,3607554.9688592884,1.3371288459393114,4.902660278404426,,0.4421484375,
13290898,13.3,3021876.0198592884,1.6222868759393094,4.712800348404414,,0.4721484375,
13293262,20.3,39715804.83085929,1.6158470459393115,3.745975368404416,,0.5021484375,
13294464,4.4,112873.52385928857,1.766201245939314,4.667058578404422,,0.4821484375,
13294928,10.2,7103454.830859289,2.1167511359393103,4.555103188404416,,0.4621484375,
13343906,30.700000000000003,15487033.030859288,1.3204327640606905,3.494685228404421,,0.6021484375,
13344056,2.3,1585349.1398592885,1.3159854540606872,3.537353498404414,,0.41214843749999996,
13344170,16.3,3613556.3308592886,1.2963073440606863,3.551111988404415,,0.7021484375,
13344210,13.0,487621.3998592886,1.2876327740606897,3.466339508404417,,0.6621484375,
13344284,15.399999999999999,173948.56485928854,1.2808487640606856,3.5529922184044267,,0.7221484375,
13393533,1.4000000000000004,1209723.6308592886,1.229344024060687,3.7126104784044145,,0.5321484375000001,
13393567,3.1999999999999993,385061.0618592886,1.2172597440606907,3.4579956884044236,,0.3521484375,
13631637,13.899999999999999,654788.5078592886,1.4338244459393152,3.513453038404421,,0.28214843749999996,
14783883,4.800000000000001,367977.43085928855,2.1478450159393105,5.065091138404426,,0.3221484375,
120051922,12.399999999999999,147036.54535928855,0.27705803406068696,0.05283530840442552,,0.29214843749999997,
120052022,9.5,3608991.6268592887,0.2851323240606902,0.25402596159557334,,0.05785156250000001,
120052233,49.0,929671922.9308593,3.8623735040606846,0.13903806840441746,,0.2021484375,
120052351,17.6,13521673.650859289,1.6753136559393127,3.823975468404427,,0.1921484375,
120052587,8.4,96137916.14085929,0.5799993559393144,3.2044945384044183,,0.9278515624999999,
120053694,6.300000000000001,5106140.457859289,0.2671763040606905,1.3205408584044278,,0.5078515625,
{4EA76133-68CD-4DA8-A82B-0B568CD9C9B2},1.647199999999998,4449889.000228193,3.4552947380331958,0.6934409951521019,,0.11172911352040815,
0E445706-1F3E-47FA-8A83-D38E2C953307,40.41520000000003,48595960.5151914,3.7353253347510886,0.580761504864725,,1.8769851679421767,
105953415,4.055068809437783,2754314.223968692,3.4722696165861606,0.42107014487734773,,1.8179041940789478,
105954753,17.600000000000023,157217168.4367602,3.1618656760937895,0.7672431956824255,,1.6506407714620484,
120017988,2.9248000000000047,5862154.122753229,0.5843573111149283,0.0006930553750805757,,0.8352171207524273,
120017989,0.4864000000000024,315047.5070754661,0.553893786835097,0.030434039397277957,,1.9468730939285714,
120017997,4.0,913498.6474977657,0.518645124471476,0.1901248647748588,,1.887943305619266,
120018006,3.5,1191293.1822688282,0.45818367986254316,0.19730492994284532,,0.6712726151315789,
120018008,0.42799999999999727,2134725.178231053,0.4615754339762148,0.10729763343063325,,0.15468379208057392,
120018018,2.2567999999999984,1146859.0094241945,0.4314589174178707,0.06737964718514888,,0.31321795621657755,
120018022,2.0104000000000033,73817.93729300049,0.41755546447429026,0.012958862145509897,,0.21863448064946622,
120018025,1.0960000000000036,966890.565945819,0.40265219338292724,0.12596434234913545,,1.9703058705939946,
120018061,1.4008000000000038,74880.141090624,0.3448708285056412,0.2534525733240969,,0.2615294332224334,
120018070,2.8663999999999987,320174.57251442596,0.33164312735141976,0.17057420416550428,,0.3600508765243903,
120018073,4.144000000000004,585662.1866766019,0.3337409622572167,0.2675588103600717,,0.4995778976749541,
120018078,1.647199999999998,182455.35196246204,0.3032278835346105,0.10888480510342902,,0.053295978483606565,
120018089,5.9728000000000065,227089.966052942,0.2723339469270911,0.305976363582559,,1.7309558985433606,
120018090,0.42799999999999727,123561.22873722759,0.2584039724604992,0.02542198903006465,,0.3441777273745521,
120018094,0.42799999999999727,357937.0082768481,0.2586793254408164,0.32712915817222665,,0.6008748183139534,
120018102,6.277600000000007,423100.54653599113,0.21191593038849987,0.508876785034019,,0.20692719856194686,
120018107,5.6679999999999495,45745.4319676235,0.18518109388056558,0.18442786746442152,,0.9386875753617363,
120018108,0.12319999999999709,72082.8863671273,0.1830387446727002,0.015768598382621235,,1.1751649953358208,
120018120,3.6999999999999886,228889.47255082426,0.167625435112555,0.5127472146149898,,1.7001993885869566,
120018123,4.448800000000006,32544.71264231947,0.15439897276749548,0.06788718252983017,,1.0617646059782608,
120018126,5.058400000000006,288656.87834919617,0.16486848346622196,0.466728499735936,,0.5126341711956519,
120018129,0.1816000000000031,874621.7382740973,0.16116618412934258,0.5649784526734152,,0.19381020911654168,
120018130,10.800000000000011,80546.45498871806,0.15348879370953483,0.4569505605875861,,1.6252179747137403,
120018131,19.993600000000008,29995.82260726395,0.15218131040912652,0.4689424981212227,,1.4702629100177302,
120018132,9.935200000000007,272918.0288899243,0.15474820617878038,0.48024565879464376,,0.7662610452586207,
120018146,10.240000000000007,4931282.330959275,0.20534983799809226,0.19131547410711391,,0.08991781368147445,
120018204,2.8999999999999773,200752.32324966785,0.36150643515393455,1.6203813542467032,,0.5558348460820894,
120018212,2.8999999999999773,25908.275254219814,0.30833441043774457,0.4607093049616253,,0.5617801339285715,
120018220,1.3999999999999773,3445740.715083383,0.2603704568117635,1.2609920084040738,,0.5374804320652171,
120018233,0.7327999999999975,566593.1540759281,0.08726489925454928,0.7685048169317241,,0.12324715433673461,
120018307,26.69920000000002,6268045.205584548,2.1491503090376938,0.8230662042750936,,2.8474163231946212,
120018345,4.448800000000006,455942.19065490365,1.1809902481562204,2.210281937983467,,0.9101128690326632,
120018346,13.897600000000011,2483594.829039857,1.1781417698092014,2.1615674888261225,,2.311748065996504,
120018364,14.507200000000012,3237808.894740522,0.46351937862748116,1.834909627103258,,1.244463404605263,
120018379,1.6856027249813224,3780588.451170668,0.3163931990751081,3.1922318269369327,,0.5569037603021978,
120018459,4.144000000000004,4554626.212641165,2.1499665744467933,2.691633379497631,,2.1696077412072245,
120018493,19.68880000000001,12691944.165075013,2.0677541346215733,2.6663918869791985,,2.1692268488170585,
120018510,7.801600000000008,7319311.78139421,2.021326255544949,2.7313455592492204,,1.90298304621532,
120018590,13.288000000000011,30053137.29473534,1.7542150137111676,2.5947060444721615,,1.5746129143197567,
120019016,58.09359999999998,20183438.0242517,2.2495934017404835,1.4117241432750234,,4.601380604645593,
120019024,11.199999999999992,22255014.250112515,2.2302358246833336,1.1145113816486258,,2.645339173119469,
120019246,7.801600000000008,12597610.353361074,3.151456742313222,1.3722498758314714,,0.5864689662089873,
120019294,7.192000000000007,518522226.116847,1.5213892122288613,0.48037742586498666,,2.1314449690934065,
120019371,18.66958477999998,90222469.57853423,3.7472331137143016,0.17976793374076294,,1.2867207323595153,
120019513,16.336000000000013,225511220.49516895,2.718589919137976,1.0304046536089402,,1.30733874198718,
120019636,7.192000000000007,5982301.893539414,0.6531340312771974,1.4551704918314954,,0.7527750767118864,
120019638,34.92880000000002,11760242.906950869,0.6144662647102379,1.5432083105993684,,1.4157704700630254,
120019661,28.52800000000002,22246247.474805165,0.5311638495672142,1.7393411549791438,,2.461989291935758,
120019704,0.24621949300001145,2257016.3314222544,0.38564217969629055,1.3742870390910156,,0.7419155625,
120019716,0.1816000000000031,9635250.440543512,0.34834662595880417,1.2100158990330954,,0.2966385854007634,
120019732,15.116800000000008,25512894.949513078,1.181853591357573,1.9512457369840064,,1.3784692708333333,
