nhd_id,max_depth,surface_area,lat,long,SDF,k_d,canopy
1097324,17.984799999999996,9650367.27268034,0.0014978217414594042,0.032033943447487445,,2.1301633986928104,
1099052,3.9847999999999972,4033036.5816803416,0.0353559282585465,0.06713258344748851,,1.4301633986928104,
1099136,9.984799999999996,414717.88838034123,0.03096160825854355,0.5528474934474872,,2.0001633986928105,
1099172,11.284799999999997,759452.7086803413,0.012995218258545549,0.5148874134474966,,1.5501633986928103,
1099240,0.015200000000003655,567487.8376803414,0.0033733617414526407,0.2540407134474947,,2.0501633986928103,
1099282,1.7847999999999962,440394.5286803412,0.005546781741458062,0.17762056344749055,,1.5501633986928103,
1099420,5.6847999999999965,659034.4247803412,0.03570900174145919,0.22164573344748817,,1.7801633986928103,
1099430,6.984799999999997,91057.95168034124,0.034601821741453875,0.2750146934474884,,0.9301633986928104,
1099432,14.684799999999996,22022.409119658783,0.03389428174145337,0.16732675344749737,,2.0701633986928103,
1099450,3.9847999999999972,1311173.8936803413,0.04365669174145381,0.17390545344748887,,1.6801633986928102,
1099476,5.784799999999996,265939.17208034126,0.0430624017414587,0.2047802934474845,,1.7901633986928103,
1099526,5.284799999999996,753696.4846803412,0.05896999174145634,0.12204590344748567,,1.7101633986928104,
1100962,6.384799999999996,100231.16308034121,0.1261276117414596,0.03299596344749034,,1.9601633986928104,
1101504,20.384799999999995,605756.9923803413,0.09117442174145651,0.10467603344748966,,1.9401633986928104,
1101506,2.1152000000000033,108924.95938965879,0.08471768174145922,0.11429499344748706,,1.7401633986928102,
1101544,0.28479999999999617,40529.277619658795,0.09709714174145745,0.3750614434474926,,1.7301633986928104,
1101590,23.884799999999995,57206887.80368034,0.139038071741453,0.6075493934474849,,2.0701633986928103,
1101616,8.184799999999996,466397.03618034127,0.11897318174145965,0.3729331234474955,,1.8001633986928103,
1101636,2.084799999999997,256642.22868034124,0.12349316174145741,0.3583714834474847,,1.4101633986928104,
1101684,20.084799999999994,1500807.1576803413,0.13700008174145495,0.36332393344748937,,2.12016339869281,
1101754,19.084799999999994,1187262.3276803412,0.1570690117414557,0.35648204344748535,,2.0501633986928103,
